activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,10961276,[],CHEMBL2060145,Inhibition of Helicobacter pylori urease assessed as ammonia production preincubated for 3 hrs measured by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)NO,,,CHEMBL2057109,Bioorg Med Chem,2012,"{'bei': '57.74', 'le': '1.18', 'lle': '4.82', 'sei': '8.79'}",CHEMBL734,ACETOHYDROXAMIC ACID,CHEMBL734,4.33,0,http://www.openphacts.org/units/Nanomolar,1656752,=,1,1,=,,IC50,nM,,46270.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,46.27
,12482888,[],CHEMBL3058893,Inhibition of Helicobacter pylori urease,B,,,BAO_0000190,BAO_0000223,protein complex format,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,,,CHEMBL3044535,Med Chem Res,2012,,CHEMBL206452,CATECHIN,CHEMBL206452,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,1811279,=,1,1,=,,IC50,ug.mL-1,,13.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,ug ml-1,UO_0000274,,13.0
,13292632,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)NO,,,CHEMBL2375294,Eur J Med Chem,2013,"{'bei': '63.14', 'le': '1.29', 'lle': '5.23', 'sei': '9.61'}",CHEMBL734,ACETOHYDROXAMIC ACID,CHEMBL734,4.74,0,http://www.openphacts.org/units/Nanomolar,1891829,=,1,1,=,,IC50,nM,,18200.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,18.2
,13292633,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2375294,Eur J Med Chem,2013,,CHEMBL117,CHRYSIN,CHEMBL117,,0,http://www.openphacts.org/units/Nanomolar,1891828,=,1,1,=,,IC50,nM,,302000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,302.0
,13292634,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2375294,Eur J Med Chem,2013,,CHEMBL275391,CHRYSIN DIMETHYL ETHER,CHEMBL275391,,0,http://www.openphacts.org/units/Nanomolar,1891827,=,1,1,=,,IC50,nM,,2185000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,2185.0
,13292635,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,,,CHEMBL2375294,Eur J Med Chem,2013,"{'bei': '15.55', 'le': '0.29', 'lle': '2.17', 'sei': '4.01'}",CHEMBL151,LUTEOLIN,CHEMBL151,4.45,0,http://www.openphacts.org/units/Nanomolar,1891826,=,1,1,=,,IC50,nM,,35400.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,35.4
,13292636,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2375294,Eur J Med Chem,2013,,CHEMBL8260,BAICALEIN,CHEMBL8260,,0,http://www.openphacts.org/units/Nanomolar,1891825,=,1,1,=,,IC50,nM,,291000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,291.0
,13292637,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2375294,Eur J Med Chem,2013,,CHEMBL8145,DAIDZEIN,CHEMBL8145,,0,http://www.openphacts.org/units/Nanomolar,1891983,=,1,1,=,,IC50,nM,,556000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,556.0
,13292638,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(-c2coc3cc(OC)ccc3c2=O)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2375294,Eur J Med Chem,2013,,CHEMBL12658,,CHEMBL12658,,0,http://www.openphacts.org/units/Nanomolar,1891982,=,1,1,=,,IC50,nM,,3527000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,3527.0
,13292639,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2375294,Eur J Med Chem,2013,,CHEMBL242341,FORMONONETIN,CHEMBL242341,,0,http://www.openphacts.org/units/Nanomolar,1891981,=,1,1,=,,IC50,nM,,2003000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,2003.0
,13292640,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2375294,Eur J Med Chem,2013,,CHEMBL73930,TANGERETIN,CHEMBL73930,,0,http://www.openphacts.org/units/Nanomolar,1891980,=,1,1,=,,IC50,nM,,4628000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,4628.0
,13292641,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,,,CHEMBL2375294,Eur J Med Chem,2013,"{'bei': '16.41', 'le': '0.31', 'lle': '2.97', 'sei': '3.77'}",CHEMBL50,QUERCETIN,CHEMBL50,4.96,0,http://www.openphacts.org/units/Nanomolar,1891979,=,1,1,=,,IC50,nM,,11000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,11.0
,13292642,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2375294,Eur J Med Chem,2013,,CHEMBL28,APIGENIN,CHEMBL28,,0,http://www.openphacts.org/units/Nanomolar,1891978,=,1,1,=,,IC50,nM,,138000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,138.0
,13292643,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,Oc1cc(O)c2c(c1)OC(c1ccccc1)C=C2,,,CHEMBL2375294,Eur J Med Chem,2013,"{'bei': '18.64', 'le': '0.34', 'lle': '1.24', 'sei': '9.01'}",CHEMBL2377270,,CHEMBL2377270,4.48,0,http://www.openphacts.org/units/Nanomolar,1891977,=,1,1,=,,IC50,nM,,33200.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,33.2
,13292644,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(O)c(C(=O)CCc2ccccc2)c(O)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2375294,Eur J Med Chem,2013,,CHEMBL486009,,CHEMBL486009,,0,http://www.openphacts.org/units/Nanomolar,1891976,=,1,1,=,,IC50,nM,,978000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,978.0
,13292645,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(O)c(C(=O)CCc2ccccc2)c(OC)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2375294,Eur J Med Chem,2013,,CHEMBL492166,,CHEMBL492166,,0,http://www.openphacts.org/units/Nanomolar,1891975,=,1,1,=,,IC50,nM,,1668000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,1668.0
,13292646,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(O)c(C(=O)/C=C/c2ccccc2)c(OC)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2375294,Eur J Med Chem,2013,,CHEMBL104255,FLAVOKAWAIN B,CHEMBL104255,,0,http://www.openphacts.org/units/Nanomolar,1891974,=,1,1,=,,IC50,nM,,1220000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,1220.0
,13292647,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C=C2,,,CHEMBL2375294,Eur J Med Chem,2013,"{'bei': '19.67', 'le': '0.37', 'lle': '2.69', 'sei': '5.94'}",CHEMBL2377166,,CHEMBL2377166,5.36,0,http://www.openphacts.org/units/Nanomolar,1891842,=,1,1,=,,IC50,nM,,4420.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,4.42
,13292648,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,Oc1cc2c(c(O)c1O)C=CC(c1ccccc1)O2,,,CHEMBL2375294,Eur J Med Chem,2013,"{'bei': '18.17', 'le': '0.33', 'lle': '1.71', 'sei': '6.66'}",CHEMBL2377165,,CHEMBL2377165,4.66,0,http://www.openphacts.org/units/Nanomolar,1891841,=,1,1,=,,IC50,nM,,22100.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,22.1
,13292649,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,Oc1ccc(C2=COc3c(ccc(O)c3O)C2)cc1,,,CHEMBL2375294,Eur J Med Chem,2013,"{'bei': '23.69', 'le': '0.44', 'lle': '3.29', 'sei': '8.68'}",CHEMBL2377164,,CHEMBL2377164,6.07,0,http://www.openphacts.org/units/Nanomolar,1891840,=,1,1,=,,IC50,nM,,850.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,0.85
,13292650,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(C2=COc3cc(O)ccc3C2)cc1,,,CHEMBL2375294,Eur J Med Chem,2013,"{'bei': '15.98', 'le': '0.29', 'lle': '0.68', 'sei': '10.51'}",CHEMBL2377163,,CHEMBL2377163,4.06,0,http://www.openphacts.org/units/Nanomolar,1891839,=,1,1,=,,IC50,nM,,86200.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,86.2
,13292651,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(C2COc3cc(OC)ccc3C2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2375294,Eur J Med Chem,2013,,CHEMBL2377162,,CHEMBL2377162,,0,http://www.openphacts.org/units/Nanomolar,1891838,=,1,1,=,,IC50,nM,,1783000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,1783.0
,13292652,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(C2COc3cc(O)ccc3C2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2375294,Eur J Med Chem,2013,,CHEMBL453016,,CHEMBL453016,,0,http://www.openphacts.org/units/Nanomolar,1891837,=,1,1,=,,IC50,nM,,358000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,358.0
,13292653,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,Oc1ccc(C2COc3cc(O)ccc3C2)cc1,,,CHEMBL2375294,Eur J Med Chem,2013,"{'bei': '16.64', 'le': '0.31', 'lle': '1.21', 'sei': '8.11'}",CHEMBL1957037,,CHEMBL1957037,4.03,0,http://www.openphacts.org/units/Nanomolar,1891836,=,1,1,=,,IC50,nM,,92900.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,92.9
,13292654,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(C2COc3cc(OC)ccc3C2O)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2375294,Eur J Med Chem,2013,,CHEMBL2377161,,CHEMBL2377161,,0,http://www.openphacts.org/units/Nanomolar,1891835,=,1,1,=,,IC50,nM,,3867000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,3867.0
,13292655,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(C(C)C(=O)c2ccc(OC)cc2O)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2375294,Eur J Med Chem,2013,,CHEMBL2377160,,CHEMBL2377160,,0,http://www.openphacts.org/units/Nanomolar,1891834,=,1,1,=,,IC50,nM,,2178000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,2178.0
,13292656,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(C(C)C(=O)c2ccc(O)cc2O)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2375294,Eur J Med Chem,2013,,CHEMBL1373918,,CHEMBL1373918,,0,http://www.openphacts.org/units/Nanomolar,1891833,=,1,1,=,,IC50,nM,,1050000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,1050.0
,13292657,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(C2=CCc3c(OC)c(OC)c(OC)c(OC)c3O2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2375294,Eur J Med Chem,2013,,CHEMBL2377159,,CHEMBL2377159,,0,http://www.openphacts.org/units/Nanomolar,1891832,=,1,1,=,,IC50,nM,,3791000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,3791.0
,13292658,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(C2C=Cc3c(OC)c(OC)c(OC)c(OC)c3O2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2375294,Eur J Med Chem,2013,,CHEMBL2377158,,CHEMBL2377158,,0,http://www.openphacts.org/units/Nanomolar,1891831,=,1,1,=,,IC50,nM,,4172000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,4172.0
,13292659,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(C2CC(O)c3c(OC)c(OC)c(OC)c(OC)c3O2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2375294,Eur J Med Chem,2013,,CHEMBL2377157,,CHEMBL2377157,,0,http://www.openphacts.org/units/Nanomolar,1891830,=,1,1,=,,IC50,nM,,4853000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,4853.0
,13292660,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O,,,CHEMBL2375294,Eur J Med Chem,2013,"{'bei': '14.33', 'le': '0.27', 'lle': '3.17', 'sei': '3.42'}",CHEMBL337309,TAXIFOLIN,CHEMBL337309,4.36,0,http://www.openphacts.org/units/Nanomolar,1891985,=,1,1,=,,IC50,nM,,43700.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,43.7
,13292661,[],CHEMBL2379097,Inhibition of Helicobacter pylori ATCC 43504 urease-mediated ammonia production preincubated for 1.5 hrs by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2375294,Eur J Med Chem,2013,,CHEMBL32571,,CHEMBL32571,,0,http://www.openphacts.org/units/Nanomolar,1891984,=,1,1,=,,IC50,nM,,328000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,328.0
,13441385,[],CHEMBL2427756,Inhibition of Helicobacter pylori urease,B,,,BAO_0000190,BAO_0000019,assay format,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,,,CHEMBL2424553,Eur J Med Chem,2013,"{'bei': '16.38', 'le': '0.31', 'lle': '2.96', 'sei': '3.77'}",CHEMBL50,QUERCETIN,CHEMBL50,4.95,0,http://www.openphacts.org/units/Nanomolar,1918381,=,1,1,=,,IC50,nM,,11200.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,11.2
,13441397,[],CHEMBL2428641,Inhibition of urease in Helicobacter pylori ATCC 43504 intact cell assessed as ammonia production preincubated for 1.5 hrs by indophenol-based method,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)NO,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2424553,Eur J Med Chem,2013,,CHEMBL734,ACETOHYDROXAMIC ACID,CHEMBL734,,0,http://www.openphacts.org/units/Nanomolar,1918382,=,1,1,=,,IC50,nM,,110000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,110.0
Not Determined,13441398,[],CHEMBL2428641,Inhibition of urease in Helicobacter pylori ATCC 43504 intact cell assessed as ammonia production preincubated for 1.5 hrs by indophenol-based method,B,,,BAO_0000190,BAO_0000019,assay format,CN(C)c1ccc(C(=O)NO)cc1,,,CHEMBL2424553,Eur J Med Chem,2013,,CHEMBL2425483,,CHEMBL2425483,,0,,1918403,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
,13441399,[],CHEMBL2428641,Inhibition of urease in Helicobacter pylori ATCC 43504 intact cell assessed as ammonia production preincubated for 1.5 hrs by indophenol-based method,B,,,BAO_0000190,BAO_0000019,assay format,O=C(CC(O)c1cc(Cl)cc(Cl)c1O)NO,,,CHEMBL2424553,Eur J Med Chem,2013,"{'bei': '18.98', 'le': '0.43', 'lle': '3.42', 'sei': '5.62'}",CHEMBL2425482,,CHEMBL2425482,5.05,0,http://www.openphacts.org/units/Nanomolar,1918402,=,1,1,=,,IC50,nM,,8900.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,8.9
Not Determined,13441400,[],CHEMBL2428641,Inhibition of urease in Helicobacter pylori ATCC 43504 intact cell assessed as ammonia production preincubated for 1.5 hrs by indophenol-based method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(F)cc1C(O)CC(=O)NO,,,CHEMBL2424553,Eur J Med Chem,2013,,CHEMBL2425481,,CHEMBL2425481,,0,,1918401,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
,13441401,[],CHEMBL2428641,Inhibition of urease in Helicobacter pylori ATCC 43504 intact cell assessed as ammonia production preincubated for 1.5 hrs by indophenol-based method,B,,,BAO_0000190,BAO_0000019,assay format,O=C(CC(O)c1cc(Cl)ccc1O)NO,,,CHEMBL2424553,Eur J Med Chem,2013,"{'bei': '21.36', 'le': '0.45', 'lle': '3.98', 'sei': '5.51'}",CHEMBL2425480,,CHEMBL2425480,4.95,0,http://www.openphacts.org/units/Nanomolar,1918400,=,1,1,=,,IC50,nM,,11300.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,11.3
,13441402,[],CHEMBL2428641,Inhibition of urease in Helicobacter pylori ATCC 43504 intact cell assessed as ammonia production preincubated for 1.5 hrs by indophenol-based method,B,,,BAO_0000190,BAO_0000019,assay format,O=C(CC(O)c1ccc(Cl)c(Cl)c1)NO,,,CHEMBL2424553,Eur J Med Chem,2013,"{'bei': '23.38', 'le': '0.53', 'lle': '3.93', 'sei': '8.41'}",CHEMBL2425479,,CHEMBL2425479,5.85,0,http://www.openphacts.org/units/Nanomolar,1918399,=,1,1,=,,IC50,nM,,1420.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,1.42
